profile_id,snap_ratio,tracking_consistency,rotation_smoothness,cps,distance,label,description
profile-00000,0,0,071,0,011,4,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00023,0,391,0,6,0,678,4,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00024,0,408,0,623,0,707,11,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00025,0,425,0,646,0,736,18,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00026,0,442,0,669,0,765,25,2,3,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00027,0,459,0,692,0,794,9,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00028,0,476,0,715,0,823,16,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00029,0,493,0,738,0,852,23,6,2,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00030,0,51,0,761,0,881,7,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00031,0,527,0,784,0,91,14,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00032,0,544,0,807,0,939,21,3,6,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00033,0,561,0,83,0,968,5,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00034,0,578,0,853,0,997,12,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00035,0,595,0,876,0,026,19,1,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00036,0,612,0,899,0,055,26,2,3,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00037,0,629,0,922,0,084,10,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00038,0,646,0,945,0,113,17,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00039,0,663,0,968,0,142,24,6,2,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00040,0,68,0,991,0,171,8,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00041,0,697,0,014,0,2,15,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00042,0,714,0,037,0,229,22,3,6,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00043,0,731,0,06,0,258,6,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00044,0,748,0,083,0,287,13,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00045,0,765,0,106,0,316,20,1,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00046,0,782,0,129,0,345,4,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00047,0,799,0,152,0,374,11,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00048,0,816,0,175,0,403,18,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00049,0,833,0,198,0,432,25,6,2,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00050,0,85,0,221,0,461,9,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00051,0,867,0,244,0,49,16,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00052,0,884,0,267,0,519,23,3,6,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00053,0,901,0,29,0,548,7,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00054,0,918,0,313,0,577,14,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00055,0,935,0,336,0,606,21,1,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00056,0,952,0,359,0,635,5,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00057,0,969,0,382,0,664,12,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00058,0,986,0,405,0,693,19,4,9,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00059,0,003,0,428,0,722,26,6,2,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00060,0,02,0,451,0,751,10,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00061,0,037,0,474,0,78,17,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00062,0,054,0,497,0,809,24,3,6,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00063,0,071,0,52,0,838,8,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00064,0,088,0,543,0,867,15,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00065,0,105,0,566,0,896,22,1,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00066,0,122,0,589,0,925,6,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00067,0,139,0,612,0,954,13,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00068,0,156,0,635,0,983,20,4,9,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00069,0,173,0,658,0,012,4,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00070,0,19,0,681,0,041,11,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00071,0,207,0,704,0,07,18,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00072,0,224,0,727,0,099,25,3,6,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00073,0,241,0,75,0,128,9,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00074,0,258,0,773,0,157,16,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00075,0,275,0,796,0,186,23,1,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00076,0,292,0,819,0,215,7,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00077,0,309,0,842,0,244,14,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00078,0,326,0,865,0,273,21,4,9,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00079,0,343,0,888,0,302,5,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00080,0,36,0,911,0,331,12,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00081,0,377,0,934,0,36,19,2,3,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00082,0,394,0,957,0,389,26,3,6,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00083,0,411,0,98,0,418,10,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00084,0,428,0,003,0,447,17,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00085,0,445,0,026,0,476,24,1,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00086,0,462,0,049,0,505,8,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00087,0,479,0,072,0,534,15,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00088,0,496,0,095,0,563,22,4,9,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00089,0,513,0,118,0,592,6,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00090,0,53,0,141,0,621,13,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00091,0,547,0,164,0,65,20,2,3,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00092,0,564,0,187,0,679,4,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00093,0,581,0,21,0,708,11,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00094,0,598,0,233,0,737,18,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00095,0,615,0,256,0,766,25,1,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00096,0,632,0,279,0,795,9,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00097,0,649,0,302,0,824,16,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00098,0,666,0,325,0,853,23,4,9,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00099,0,683,0,348,0,882,7,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00100,0,7,0,371,0,911,14,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00101,0,717,0,394,0,94,21,2,3,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00102,0,734,0,417,0,969,5,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00103,0,751,0,44,0,998,12,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00104,0,768,0,463,0,027,19,6,2,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00105,0,785,0,486,0,056,26,1,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00106,0,802,0,509,0,085,10,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00107,0,819,0,532,0,114,17,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00108,0,836,0,555,0,143,24,4,9,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00109,0,853,0,578,0,172,8,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00110,0,87,0,601,0,201,15,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00111,0,887,0,624,0,23,22,2,3,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00112,0,904,0,647,0,259,6,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00113,0,921,0,67,0,288,13,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00114,0,938,0,693,0,317,20,6,2,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00115,0,955,0,716,0,346,4,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00116,0,972,0,739,0,375,11,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00117,0,989,0,762,0,404,18,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00118,0,006,0,785,0,433,25,4,9,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00119,0,023,0,808,0,462,9,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00120,0,04,0,831,0,491,16,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00121,0,057,0,854,0,52,23,2,3,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00122,0,074,0,877,0,549,7,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00123,0,091,0,9,0,578,14,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00124,0,108,0,923,0,607,21,6,2,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00125,0,125,0,946,0,636,5,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00126,0,142,0,969,0,665,12,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00127,0,159,0,992,0,694,19,3,6,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00128,0,176,0,015,0,723,26,4,9,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00129,0,193,0,038,0,752,10,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00130,0,21,0,061,0,781,17,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00131,0,227,0,084,0,81,24,2,3,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00132,0,244,0,107,0,839,8,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00133,0,261,0,13,0,868,15,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00134,0,278,0,153,0,897,22,6,2,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00135,0,295,0,176,0,926,6,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00136,0,312,0,199,0,955,13,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00137,0,329,0,222,0,984,20,3,6,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00138,0,346,0,245,0,013,4,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00139,0,363,0,268,0,042,11,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00140,0,38,0,291,0,071,18,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00141,0,397,0,314,0,1,25,2,3,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00142,0,414,0,337,0,129,9,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00143,0,431,0,36,0,158,16,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00144,0,448,0,383,0,187,23,6,2,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00145,0,465,0,406,0,216,7,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00146,0,482,0,429,0,245,14,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00147,0,499,0,452,0,274,21,3,6,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00148,0,516,0,475,0,303,5,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00149,0,533,0,498,0,332,12,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00150,0,55,0,521,0,361,19,1,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00151,0,567,0,544,0,39,26,2,3,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00152,0,584,0,567,0,419,10,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00153,0,601,0,59,0,448,17,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00154,0,618,0,613,0,477,24,6,2,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00155,0,635,0,636,0,506,8,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00156,0,652,0,659,0,535,15,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00157,0,669,0,682,0,564,22,3,6,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00158,0,686,0,705,0,593,6,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00159,0,703,0,728,0,622,13,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00160,0,72,0,751,0,651,20,1,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00161,0,737,0,774,0,68,4,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00162,0,754,0,797,0,709,11,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00163,0,771,0,82,0,738,18,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00164,0,788,0,843,0,767,25,6,2,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00165,0,805,0,866,0,796,9,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00166,0,822,0,889,0,825,16,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00167,0,839,0,912,0,854,23,3,6,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00168,0,856,0,935,0,883,7,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00169,0,873,0,958,0,912,14,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00170,0,89,0,981,0,941,21,1,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00171,0,907,0,004,0,97,5,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00172,0,924,0,027,0,999,12,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00173,0,941,0,05,0,028,19,4,9,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00174,0,958,0,073,0,057,26,6,2,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00175,0,975,0,096,0,086,10,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00176,0,992,0,119,0,115,17,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00177,0,009,0,142,0,144,24,3,6,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00178,0,026,0,165,0,173,8,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00179,0,043,0,188,0,202,15,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00180,0,06,0,211,0,231,22,1,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00181,0,077,0,234,0,26,6,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00182,0,094,0,257,0,289,13,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00183,0,111,0,28,0,318,20,4,9,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00184,0,128,0,303,0,347,4,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00185,0,145,0,326,0,376,11,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00186,0,162,0,349,0,405,18,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00187,0,179,0,372,0,434,25,3,6,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00188,0,196,0,395,0,463,9,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00189,0,213,0,418,0,492,16,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00190,0,23,0,441,0,521,23,1,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00191,0,247,0,464,0,55,7,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00192,0,264,0,487,0,579,14,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00193,0,281,0,51,0,608,21,4,9,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00194,0,298,0,533,0,637,5,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00195,0,315,0,556,0,666,12,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00196,0,332,0,579,0,695,19,2,3,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00197,0,349,0,602,0,724,26,3,6,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00198,0,366,0,625,0,753,10,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00199,0,383,0,648,0,782,17,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00200,0,4,0,671,0,811,24,1,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00201,0,417,0,694,0,84,8,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00202,0,434,0,717,0,869,15,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00203,0,451,0,74,0,898,22,4,9,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00204,0,468,0,763,0,927,6,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00205,0,485,0,786,0,956,13,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00206,0,502,0,809,0,985,20,2,3,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00207,0,519,0,832,0,014,4,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00208,0,536,0,855,0,043,11,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00209,0,553,0,878,0,072,18,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00210,0,57,0,901,0,101,25,1,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00211,0,587,0,924,0,13,9,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00212,0,604,0,947,0,159,16,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00213,0,621,0,97,0,188,23,4,9,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00214,0,638,0,993,0,217,7,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00215,0,655,0,016,0,246,14,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00216,0,672,0,039,0,275,21,2,3,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00217,0,689,0,062,0,304,5,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00218,0,706,0,085,0,333,12,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00219,0,723,0,108,0,362,19,6,2,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00220,0,74,0,131,0,391,26,1,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00221,0,757,0,154,0,42,10,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00222,0,774,0,177,0,449,17,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00223,0,791,0,2,0,478,24,4,9,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00224,0,808,0,223,0,507,8,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00225,0,825,0,246,0,536,15,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00226,0,842,0,269,0,565,22,2,3,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00227,0,859,0,292,0,594,6,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00228,0,876,0,315,0,623,13,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00229,0,893,0,338,0,652,20,6,2,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00230,0,91,0,361,0,681,4,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00231,0,927,0,384,0,71,11,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00232,0,944,0,407,0,739,18,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00233,0,961,0,43,0,768,25,4,9,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00234,0,978,0,453,0,797,9,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00235,0,995,0,476,0,826,16,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00236,0,012,0,499,0,855,23,2,3,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00237,0,029,0,522,0,884,7,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00238,0,046,0,545,0,913,14,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00239,0,063,0,568,0,942,21,6,2,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00240,0,08,0,591,0,971,5,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00241,0,097,0,614,0,12,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00242,0,114,0,637,0,029,19,3,6,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00243,0,131,0,66,0,058,26,4,9,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00244,0,148,0,683,0,087,10,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00245,0,165,0,706,0,116,17,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00246,0,182,0,729,0,145,24,2,3,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00247,0,199,0,752,0,174,8,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00248,0,216,0,775,0,203,15,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00249,0,233,0,798,0,232,22,6,2,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00250,0,25,0,821,0,261,6,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00251,0,267,0,844,0,29,13,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00252,0,284,0,867,0,319,20,3,6,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00253,0,301,0,89,0,348,4,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00254,0,318,0,913,0,377,11,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00255,0,335,0,936,0,406,18,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00256,0,352,0,959,0,435,25,2,3,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00257,0,369,0,982,0,464,9,3,6,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00258,0,386,0,005,0,493,16,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00259,0,403,0,028,0,522,23,6,2,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00260,0,42,0,051,0,551,7,1,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00261,0,437,0,074,0,58,14,2,3,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00262,0,454,0,097,0,609,21,3,6,cheat_like,high lock consistency with accelerated correction and combat pressure signature
profile-00263,0,471,0,12,0,638,5,4,9,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
profile-00264,0,488,0,143,0,667,12,6,2,legit_like,organic mouse movement with humanized correction variance and natural combat pacing
